timolol	CC	methacholine
smn2	Q	smn1
calcr	U	neoplasms
runx2	Ra	spp1
map3k11	P	neurotoxicity syndromes
neoplasms	ML	fst
hif1a	B	stub1
trh	P	neoplasm metastasis
cd1d	Ra	csf1r
tgfb1	P	van der woude syndrome
epinephrine	T	demyelinating autoimmune diseases cns
cd8a	Q	cd163
mmp11	E	mmp13
pask	GG	ltk
cilastatin	N	dpep1
metformin	Pr	diabetic angiopathies
lcn2	Rg	il13
caffeine	N	ern1
respiratory tract neoplasms	ML	nr3c1
carvedilol	T	myocardial ischemia
dnmt1	U	intestinal polyposis
cholecalciferol	Pr	proteinuria
chlorzoxazone	Sa	liver failure
pdx1	Ra	hipk2
cdk5	K	cocaine
pancreatitis	ML	bcl2
pilocarpine	Pr	thyroid neoplasms
pin1	GG	rnf216
arhgef9	GG	glra2
gle1	GG	pklr
sarcoma	ML	il6
phagocyte bactericidal dysfunction	Iw	malaria
ocln	E	vim
cd22	Q	cd2
nicardipine	T	respiratory insufficiency
uba1	U	neoplasms
igf1r	Ra	ctnnb1
gfap	Rg	gfpt1
prednisone	Sa	hypersensitivity
rrm2	I	leukemia myeloid
diosmin	T	retinoschisis
tamsulosin	T	gastrointestinal neoplasms
krt6a	GG	krt6b
pgr	GG	rara
fabp1	Ra	smad4
csf3	Te	parkinsonian disorders
slc17a5	B	cat
liver neoplasms	ML	stmn1
ppm1a	Rg	smad2
diosmin	Pr	rectal diseases
abcb1	U	neurotoxicity syndromes
paxip1	GG	hcfc1
dyskinesias	ML	fbln5
ahr	B	stat5a
mitf	Rg	tnfrsf11a
fentanyl	T	burns
cyproterone acetate	T	hypothalamic hamartomas
fcgr2a	U	systemic inflammatory response syndrome
tnfsf11	Ra	gnrh1
adh1b	B	ugt2b17
sult2a1	GG	ugt2b15
hmgcr	Rg	hmgcr
dkk1	Q	igf1
msh6	GG	magea1
flt4	GG	itgb1
atp5b	GG	tubb2a
tbx5	Rg	kcnh1
methylphenidate	Sa	pancreatitis
ogg1	P	overweight
carcinoma bronchogenic	ML	lgr5
carcinoma	X	bmp4
clenbuterol	I	adrb3
bdnf	Rg	snrpn
bdnf	Q	ifng
runx2	Rg	fosl1
nos3	E	csf1
mapk8	P	osteolysis
pou5f1	Q	pck1
dofetilide	CC	lopinavir
sema4a	E	il6
cox4i1	GG	ndufs7
biotin	T	infarction
cd4	Q	bcl2l1
akt1	Q	cdkn2a
fars2	GG	rmnd1
disopyramide	Sa	erythema nodosum
mcl1	Rg	stat5a
adra1b	I	overweight
pbk	P	hematologic neoplasms
fos	E	fgf9
epo	Te	huntington disease
gastrointestinal neoplasms	X	fgfr1
gastrointestinal neoplasms	ML	klk1
kitlg	U	gastrointestinal neoplasms
cdh1	B	wwp2
tsc1	E	vegfa
abcg2	U	myeloproliferative disorders
klf6	Q	park7
gpx1	Ra	tp53
citalopram	CC	rilpivirine
ccnd1	E	setd4
glimepiride	CC	ethinyl estradiol
clonidine	C	hypotension
angptl4	E	csf1
estradiol	I	cyp3a7
cd8a	Q	pdxp
foxc2	Q	pax3
col4a3	P	renal insufficiency
bambuterol	N	bche
hmox1	Rg	gapdh
prkcq	GG	cd2
flupentixol	CC	phendimetrazine
estradiol	T	infections
amiloride	Pr	cataract
ace2	P	stroke
casp3	Ra	vegfa
flunarizine	T	atrial flutter
slc47a1	GG	slc22a1
articaine	T	incontinentia pigmenti
prox1	B	sumo1
eif2ak2	Q	tlr3
progesterone	J	hypothyroidism
diabetic angiopathies	ML	cxcl12
epoprostenol	Sa	systemic inflammatory response syndrome
allopurinol	T	arthritis rheumatoid
vitamin e	Pr	osteoarthritis
notch2	B	tnf
cyp2c9	Ra	ahr
dopamine	CC	articaine
kars	U	malaria
menadione	I	cyp2e1
kidney diseases	ML	slc3a2
ichthyosis bullosa of siemens	ML	aicda
neurotoxicity syndromes	ML	bmp7
krt6a	GG	krt13
gclm	GG	gpx4
carcinoma	ML	ereg
ctrb1	GG	klk2
ppp3cb	GG	sp1
carcinoma	ML	casp6
tpm3	Ra	dmpk
hla b	P	acquired immunodeficiency syndrome
death	ML	xrcc3
hydralazine	T	heart failure
cd40	P	thrombosis
egfr	Q	smarcb1
oxcarbazepine	CC	dolutegravir
hmox1	E	pik3ca
genital neoplasms female	ML	adrb2
gclc	GG	enoph1
capecitabine	Sa	hypersensitivity
il21	Ra	il17a
pkd1	Rg	tsc1
notch1	GG	yeats4
grb2	GG	tek
gliquidone	CC	darunavir
tie1	Q	angpt1
tigecycline	T	acidosis
casr	P	infarction
cyp2f1	GG	cyp4f12
pvalb	Rg	trpc1
igf1	P	systemic inflammatory response syndrome
ribavirin	Sa	ascites
pancreatitis	ML	serpinc1
cacna1a	GG	cacnb3
neoplasms	ML	btc
crhr1	Te	mental disease
hsd17b4	Rg	scp2
akr1c3	Rg	hpgd
vim	Rg	pik3ca
tlr2	Q	cd8a
skin neoplasms	ML	nfatc4
esr1	Te	thrombosis
ticlopidine	CC	aripiprazole
ace	P	systemic inflammatory response syndrome
notch1	Q	cd8a
dexamethasone	T	amenorrhea
casp3	E	capn2
acetaminophen	J	ichthyosis bullosa of siemens
duox2	GG	sod2
furin	B	mmp28
crym	GG	srr
hagh	GG	acacb
bcl2	E	cxcr4
sp1	Rg	zbtb16
apoe	U	hyperglycemia
cd163	Q	tlr2
shh	Rg	cd4
infarction	ML	atf3
sarcoma	ML	klf6
st13	E	cebpb
pravastatin	I	abcb1
cd36	Ra	nqo1
il2	Ra	ep300
fondaparinux sodium	CC	vilazodone
il17a	E	c5
lgals3	E	nfkb1
il6r	Q	cd14
klf6	GG	prkaa2
stat3	I	prkcg
simvastatin	Pr	cardiomegaly
smad4	GG	pten
ar	Rg	ncoa3
csnk1g1	GG	ripk1
trib3	I	indapamide
itgb2	GG	sele
stat3	B	fgf1
vcan	Iw	gc
chrna5	GG	chrnb1
kidney diseases	ML	mica
alk	U	kidney diseases
fibrosis	ML	adh1b
ifng	P	aspergillosis
hydromorphone	Sa	perceptual disorders
hp	E	il15
neoplasms neuroepithelial	ML	gli2
hyperthyroidism	ML	hspe1
ace	U	kidney diseases
droperidol	CC	dextroamphetamine
neoplasms	ML	hk1
tnfsf11	Te	osteoporosis
mars	GG	atp1a2
hsd17b7	GG	cyp7b1
stk38	GG	notch1
pyy	Ra	ghsr
esophageal neoplasms	ML	egf
ogg1	U	diabetes mellitus
ace	I	nitroprusside
disc1	GG	herc2
efemp2	Rg	eln
serpina1	U	demyelinating autoimmune diseases cns
dpys	I	mucositis
amphetamine	Sa	analgesia
stat3	Ra	blnk
erbb4	Ra	nrg2
carcinoma	ML	igf1r
cmpk1	P	respiratory tract neoplasms
pex6	GG	pex7
diabetes mellitus	ML	npc1
ncl	GG	vdac1
lrp6	P	neoplasm metastasis
add1	GG	aldh9a1
pdk1	Rg	map3k1
major affective disorder 7	ML	rac1
cox8a	Rg	jak2
kif1b	GG	plod1
csnk1a1	GG	map2k4
cd36	E	ins
pmp22	B	ar
dnmt3a	Ra	kit
gstt1	P	genital neoplasms female
ilk	GG	slk
spp1	Ra	tgm2
gnai3	GG	tshr
nos1	P	fever
adrb2	Q	slc26a3
sp1	Ra	hsp90aa1
procr	GG	f12
cefazolin	T	aortic aneurysm
plk1	GG	sumo1
neoplasms squamous cell	ML	tmem97
hsp90b1	Rg	tlr1
adam9	Q	adam9
ccl11	Rg	ccr2
tcf4	E	kcnq1
jun	Rg	hmga2
diabetes mellitus	ML	park7
il18	Te	obesity
temozolomide	E	tnfaip3
colonic diseases	X	hccs
dasatinib	T	otorhinolaryngologic neoplasms
anxa1	B	s100a11
otorhinolaryngologic neoplasms	ML	birc7
pyy	P	body weight changes
abat	GG	asns
gastrointestinal neoplasms	ML	pgf
csnk2a1	GG	jak2
ldha	GG	pafah1b3
tmprss3	Ra	myo6
smarca4	Ra	rb1
gabra6	GG	gabrb1
amikacin	T	renal insufficiency
tsc1	Rg	plk2
abiraterone	CC	fesoterodine
bdnf	Q	ca2
theophylline	CC	carbimazole
verapamil	T	fibrosis
mgmt	GG	smc1a
hif1a	E	ptges
jun	Rg	map3k1
irf8	GG	vcam1
hbegf	Rg	hbegf
hypopigmentation	X	prl
tgfb3	P	cleft palate
faslg	Q	cd1d
mica	P	spondylarthritis
phentermine	T	body weight changes
fabp6	GG	slco1a2
g6pc	GG	g6pc3
topiramate	T	intracranial hemorrhages
msmb	GG	azgp1
thyroid neoplasms	ML	irs2
furosemide	CC	oxymorphone
plaur	P	lung injury
suv39h1	GG	cntn2
vitamin c	I	leprel2
pcbd1	B	hnf1b
raloxifene	Pr	cardiomegaly
carfilzomib	C	neoplasms
decitabine	T	lymphoma
tadalafil	Iw	fgr
hyperglycemia	ML	esr2
rocuronium	Sa	ischemia
src	GG	nr1i3
dextroamphetamine	Sa	major affective disorder 7
tnfrsf8	P	liver cirrhosis biliary
physostigmine	T	respiratory insufficiency
tpo	E	csf3
cardiovascular diseases	ML	tnf
dapsone	CC	proguanil
neoplasms	ML	gpa33
ldhb	Rg	hsp90b1
leukemia lymphoid	ML	wwc1
arl6ip1	GG	snx3
casp1	Te	pain
arpc4	GG	pomp
cyp2c18	GG	cyp3a4
hydrocortisone	E	adipoq
slc12a2	Q	ca1
trpc1	B	trpc5
tigecycline	T	respiratory tract infections
cyp1a1	Ra	pdgfra
gfap	P	stroke
lgals3	E	ccnd1
epinephrine	Pr	arthritis rheumatoid
leukemia myeloid	ML	itga2
map2k2	GG	map2k5
oas1	Rg	oasl
ugt2b15	GG	ugt2b17
sirolimus	Sa	hypokalemia
igf1r	GG	camk1g
tnnt3	GG	tsg101
thalidomide	T	nephrosis
gdnf	O	l dopa
iron	T	carcinoma bronchogenic
egf	P	ulcer
il11ra	I	craniofacial abnormalities
goserelin	CC	quinine
akr1c2	Rg	akr1c1
apoa4	Q	htra1
e2f1	E	kitlg
hamartoma syndrome multiple	ML	inpp5d
gspt1	GG	vac14
ndufv2	GG	uqcrh
sotalol	T	cardiomegaly
fgfr1	Rg	msx1
abiraterone	CC	dabigatran etexilate
naltrexone	T	respiratory insufficiency
caffeine	Sa	epilepsy
ext2	GG	sdc1
aldh2	Ra	gpx2
il10	Rg	gzmb
genital neoplasms female	ML	rit1
nf1	GG	tlr4
cyp1b1	Ra	cyp17a1
sarcoma	ML	ncoa3
alox5	I	idiopathic pulmonary fibrosis
kitlg	Q	pdgfra
dyclonine	I	scn10a
serpina6	Rg	serpina6
cefmenoxime	T	pneumonia
ctse	E	ttr
atp1a2	Ra	atp2a2
acarbose	T	fibrosis
gata2	Ra	asxl1
apoa1	P	hyperinsulinism
parp1	P	hepatitis
prednisolone	T	gram negative bacterial infections
lrp2	P	proteinuria
hdac6	GG	egf
csf2	Iw	emd
tp53	B	mdm4
fanca	U	hematologic neoplasms
tranylcypromine	CC	gliclazide
ccnd1	Iw	neoplastic syndromes hereditary
mif	P	esophageal neoplasms
casp8	U	neoplasms
neoplasms neuroepithelial	ML	ptk2
atp1a3	I	paralysis
tnf	P	breast neoplasms
grm4	GG	galr2
alox5ap	E	yars
slc16a1	Rg	slc15a1
l carnitine	T	epilepsy
neoplasms squamous cell	ML	serpine1
fn1	Iw	gc
sarcoma	X	aurka
cyp2d6	Ra	cyp3a7
ngf	Rg	igf1
srebf1	Rg	prkcb
prkdc	B	vcp
irak3	GG	il1r1
zolmitriptan	CC	aripiprazole
hydrocodone	CC	orphenadrine
ngfr	Q	tgfb1
carbidopa	T	neoplasms neuroepithelial
mchr1	U	schizophrenia
aldh2	U	arteriosclerosis
hsp90aa1	E	runx2
apoa1	E	angptl3
ggh	P	carcinoma
intestinal neoplasms	X	msx2
mpo	Rg	cd40
apex1	Ra	recql4
ptgs2	Ra	akt1
grin2a	GG	actn1
kat5	GG	tcf3
breast neoplasms	ML	sema3c
diazoxide	CC	gliclazide
pdk1	Rg	wif1
leucovorin	T	sex chromosome disorders
fdps	GG	hmgcr
bromocriptine	T	adnexal diseases
spp1	Ra	gli1
adcy9	Rg	prkar1a
sqstm1	Ra	pfn1
hdac9	Rg	cxcr4
npy	E	col18a1
cdh1	Te	endometriosis
tgfb1	B	gja1
capn2	P	death
gstm1	U	lupus erythematosus systemic
chrna3	P	carcinoma bronchogenic
gpi	GG	acss3
l proline	I	slc6a14
metformin	T	gram positive bacterial infections
calcitriol	E	col1a2
calcrl	E	calcrl
hbb	Iw	mouth diseases
clock	P	inflammation
liver neoplasms	ML	idh2
gfap	Q	hmmr
dopamine	J	pain
carbamazepine	CC	tapentadol
casp1	Te	neoplasms
nfkbil1	Q	c4b
nfkbia	GG	mapk13
pdgfrb	Ra	vcam1
ak1	P	myeloproliferative disorders
alpl	I	helminthiasis
apc	U	intestinal polyposis
nevirapine	Sa	peptic ulcer
fance	Q	tnfaip3
crybb2	GG	gja3
adra2a	Ra	slc6a4
bcl2	B	uchl1
buprenorphine	CC	clomipramine
mc4r	B	mc2r
diltiazem	CC	magnesium sulfate
cdkn1b	Rg	dapk1
txnrd1	GG	pdhx
gnai2	I	htr1f
sp1	Ra	srebf1
shc1	Rg	prkaa2
acetazolamide	T	pitt hopkins syndrome
ppargc1a	E	upp1
ikbkg	P	urination disorders
myl2	GG	map3k7
itk	GG	cd69
cd69	Q	lep
grin2a	Ra	slc1a2
guca1b	GG	rho
casp8	Rg	egfr
runx1	P	thrombocytopenia
vitamin e	J	intestinal neoplasms
cbs	Q	cbs
ahcy	GG	eif4a3
chia	P	nail patella syndrome
doxycycline	T	osteoarthritis
liver diseases	ML	alad
prasugrel	Sa	pain
pravastatin	T	hyperbilirubinemia hereditary
csnk1e	GG	mapk4
gastrointestinal neoplasms	ML	hadha
edn1	P	hypertension
pms2	Ra	hnf1b
il2	U	hypersensitivity
intestinal neoplasms	ML	bmp4
sarcoidosis	ML	pth
smarca2	Rg	ar
olanzapine	CC	lisdexamfetamine
l1cam	GG	slc3a2
celecoxib	T	hemophilia a
lymphoma	ML	xpo1
card9	GG	bcl10
celecoxib	T	osteoarthritis
cpb2	Rg	serpine1
triamcinolone	CC	trichlormethiazide
ucp2	U	liver diseases
cisplatin	E	ddit3
hmgb1	Rg	tlr2
respiratory tract neoplasms	ML	hdac3
mannitol	E	src
ugt1a8	GG	sord
cd244	E	ifng
cd4	Q	cxcr3
il17ra	P	candidiasis
pparg	Rg	ar
vegfa	Te	retinal diseases
casp1	E	cyp1b1
schizophrenia	ML	dbh
gfap	GG	pgr
ncf1	GG	cav1
neoplasms	ML	tcl1a
csf3	P	hypercalcemia
wdr62	E	aspm
cxcr3	E	stat1
adipoq	E	wif1
cxcl13	Q	cx3cr1
kitlg	Rg	mmp9
foxe1	U	neoplasms
perp	Rg	il24
oxtr	U	anorexia nervosa
tp53	Rg	ada
ptk2b	Rg	pkd1
hgf	P	idiopathic pulmonary fibrosis
aqp1	E	aqp3
usp14	E	aurkb
hmga1	U	neural tube defects
sdc3	P	overweight
warfarin	CC	ceftibuten
kcnq1	Q	kcnq4
caffeine	CC	amiloride
angptl4	E	crp
methimazole	E	fmo1
gnl3	I	epirubicin
rpl5	GG	vdac2
doxorubicin	E	sall2
vegfa	P	hematoma
il33	P	hypersensitivity
wars2	GG	rars2
intestinal neoplasms	ML	adam17
abcc6	GG	pcsk6
crp	P	nephrosis
dusp1	E	dcn
insig2	Rg	il6
tnfrsf8	Te	kidney diseases
methylprednisolone	T	hepatitis
tnf	Te	craniomandibular disorders
progesterone	Sa	diabetes mellitus
isotretinoin	I	rara
pik3r1	GG	hnf1a
ccnd1	Rg	kit
pepd	E	cat
gabrb1	GG	gabre
esr1	Te	coronary disease
sotalol	T	tachycardia
stk11	U	lymphoma
crybb2	Rg	crybb2
gstm1	Ra	cyp2c8
imiquimod	T	fatigue
pten	P	cardiomegaly
cacng2	GG	chrna4
fbp1	GG	aak1
abcb1	E	hdac9
bortezomib	CC	sertraline
nppa	P	hypertension pulmonary
gja1	Rg	ptgs2
srpk1	D	neovascularization pathologic
sulpiride	CC	loxapine
klrk1	GG	klrc1
c4a	Q	tnf
pik3ca	B	nedd4l
sunitinib	T	fibrosis
sox2	GG	arid5b
osteoarthritis	ML	cxcr4
cox5b	GG	ndufa3
phenelzine	CC	fencamfamine
esr2	Rg	sftpb
ephx1	GG	aqp9
cyclophosphamide	T	optic neuritis
cyclosporine	CC	rifapentine
dapsone	Sa	pancreatitis
crebbp	U	lymphoma
glud2	GG	ca9
niclosamide	Pr	neurotoxicity syndromes
pancreatic neoplasms	ML	cdk5
jak1	GG	map2k4
cpb2	GG	ren
pten	GG	slc9a3r1
gram positive bacterial infections	ML	crp
egfr	B	fabp4
mdm2	GG	map3k5
tlr5	Q	epha2
pyoderma gangrenosum	ML	mefv
prtn3	P	nephritis
nkx2 1	Q	erbb2
octreotide	CC	repaglinide
pax6	Ra	pax8
chlorpromazine	T	kidney diseases
sorl1	B	lpl
penicillin v	CC	kanamycin
flurazepam	I	gabre
pancreatic neoplasms	ML	atf5
cyb5r3	GG	cmas
coronary disease	ML	epo
sildenafil	CC	sulfadiazine
map4k2	GG	ttk
drd2	Rg	dbh
eif4e	E	eif3a
dicer1	Ra	men1
gastrointestinal neoplasms	ML	cd40
rab5a	Rg	cldn1
myc	GG	ripk1
methotrexate	T	carcinoma
idoxuridine	T	keratitis
atic	I	purine pyrimidine metabolism inborn errors
breast neoplasms	ML	ccl5
pcnt	Z	nitric oxide
ptger1	Ra	fzd4
phenytoin	Sa	epilepsy
tolvaptan	T	kidney diseases
thrombocytosis	ML	afp
neoplasm metastasis	ML	adamts1
il18	Q	nlrp3
testosterone	E	agrp
propofol	Pr	spinocerebellar degenerations
brca1	U	amenorrhea
prph	Q	ngf
nitrazepam	T	sleep disorders intrinsic
cd4	Q	cd4
anpep	GG	cd40
tnfsf10	B	nfatc1
malt1	Q	inpp5d
hydroxyzine	CC	vigabatrin
doxorubicin	T	genital neoplasms female
prkce	GG	actb
il10rb	GG	stat5a
tolbutamide	CC	asenapine
slc9a1	Rg	rhoa
fondaparinux sodium	I	serpinc1
itgb2	Q	itga2
amphetamine	CC	phenelzine
respiratory tract neoplasms	ML	maob
gldc	GG	srr
cd4	P	body weight changes
spink1	Te	carcinoma
fgf3	P	arthritis rheumatoid
adenosine	T	death
breast neoplasms	ML	kat5
cyp11a1	Ra	cyp17a1
cdkn2a	Ra	jun
cxcl2	Ra	cxcr3
dysmenorrhea	ML	ilkap
faslg	GG	mapk1
f12	U	arteriosclerosis
flt1	B	il6
gja4	P	infarction
ube3a	B	snca
cd320	GG	tcn2
smyd3	Ra	myc
darunavir	CC	rilpivirine
pomc	P	adrenal cortex neoplasms
indomethacin	T	arthritis psoriatic
iopamidol	Sa	kidney diseases
uqcrq	GG	ndufa13
grk5	GG	bdkrb2
tubb1	I	breast neoplasms
diabetes mellitus	ML	clec7a
adenosine monophosphate	I	prkab1
gli2	Q	vegfa
cd24	Q	itgb2
celecoxib	E	c4a
cxcl12	I	prednisone
fen1	GG	elac2
cyclosporine	T	skin neoplasms
octreotide	CC	timolol
osm	Rg	jak1
crp	Rg	olr1
ctss	P	neoplasm metastasis
crp	Te	appendicitis
nfkb1	K	temozolomide
hspa1a	P	schizophrenia
kidney neoplasms	ML	dpyd
primidone	CC	clomipramine
amyl nitrite	T	hypertension pulmonary
chloramphenicol	B	tnf
s100p	Ra	isl1
ctsd	P	infarction
mlh1	P	lynch syndrome ii
pkp2	GG	matr3
fadd	Q	tnfsf10
thrombosis	ML	jak2
rps26	GG	eif3a
casp3	P	inflammation
clobetasol propionate	T	hypopigmentation
neoplasms neuroepithelial	ML	angpt2
actg1	E	tardbp
aldh2	P	myocardial ischemia
lifr	Ra	thbs1
ctsg	P	inflammation
hif1a	Rg	hipk2
trpv1	Rg	trpc4
cyp19a1	GG	mpo
tcf4	U	autism spectrum disorder
thyroid neoplasms	ML	pax3
mapk1	Rg	rps6ka3
cel	GG	pnpla3
ogdh	GG	umps
irs2	P	gastrointestinal neoplasms
ctgf	E	npy1r
il5	U	gram positive bacterial infections
actc1	GG	actg2
grk1	Q	hsp90aa1
dopamine	E	pemt
phenytoin	N	mthfr
folic acid	T	amino acid metabolism inborn errors
tlr3	E	il6
nek2	E	cdk2
esr1	Q	cdkn2a
bdnf	B	ngfr
ugt1a9	Ra	gstp1
sox2	Ra	bcl2
cps1	Ra	mecp2
gna15	GG	oprm1
pick1	B	gria2
nfatc1	Ra	furin
ace	O	dopamine
chek1	P	malignant mesothelioma
hk2	GG	g6pc3
pramipexole	CC	diazepam
pparg	Q	srebf1
citalopram	Sa	hyponatremia
genital neoplasms male	ML	pitx2
ndufs1	Ra	ndufa3
leukemia lymphoid	ML	brd1
ednra	Rg	bax
orciprenaline	CC	levonordefrin
moricizine	T	heart failure
btc	K	atenolol
probenecid	T	arthritis rheumatoid
slc4a4	GG	lgi1
clock	Rg	ca1
alad	U	neurotoxicity syndromes
enalapril	CC	tolvaptan
hras	Ra	mapk3
reserpine	Sa	liver diseases
liver neoplasms	ML	ilk
il2	Te	pemphigus
tadalafil	CC	pindolol
ctnnb1	GG	fscn1
testosterone	E	il1b
pdgfra	Ra	abl2
cerebrovascular disorders	ML	pde4d
acetohydroxamic acid	T	urinary bladder diseases
clozapine	I	htr1e
b3gat1	Q	cd1a
smarca4	Ra	arid1a
dpp4	P	pain
cyp2d6	I	amoxapine
flna	Ra	gabra1
etoposide	T	urologic neoplasms
nr0b1	GG	nr1h2
mmp9	E	chi3l1
elk1	GG	igf1r
ddit3	P	liver failure
vitamin c	Pr	arteriosclerosis
sry	Rg	tfap2a
ncr3	I	malaria
igf1	Rg	angptl3
cdc25a	Rg	abl2
smpd1	Rg	stx4
bosentan	CC	irbesartan
selplg	GG	cd2
ddr2	D	neoplasms
thymoma	ML	ryr1
cd40	E	ptpn1
creatine	T	fibrosis
fas	U	autoimmune diseases
sirt1	E	nampt
rad52	GG	blm
nfkbia	Ra	erap1
prf1	Q	rag1
gnaq	GG	rara
pdcd1	Rg	isyna1
fxn	GG	ugt1a5
myc	Rg	cdk4
neoplasms neuroepithelial	ML	epha3
pax7	Rg	pax7
itraconazole	CC	nilotinib
mapkapk2	GG	cdc25b
ngf	E	il5
solifenacin	I	chrm3
ccl2	P	adenoma
lovastatin	T	edema
tlr6	GG	myd88
bsg	Rg	pparg
il1b	Rg	alas2
c1s	P	urticaria
sema4d	GG	sema3e
psmb6	GG	snrpa
pik3r3	Ra	pik3ca
death	ML	retn
crebbp	Ra	app
sevoflurane	T	cardiomyopathy dilated
gstp1	Ra	mutyh
crizotinib	N	idh1
promazine	CC	abiraterone
seizures	X	mb
dexamethasone	E	cd69
ddx6	GG	taf2
bglap	B	col1a2
drd4	Ra	cyp2d6
cfp	Q	pdx1
dyskinesias	ML	smad3
felbamate	CC	fusidic acid
shh	P	lymphoma
egf	E	pttg1
clofarabine	Sa	brain diseases
testosterone	CC	sulfamethoxazole
cd40lg	Rg	dnmt1
rpl10	GG	vdac1
adcy6	I	gnas
lomefloxacin	T	ulcer
psma3	GG	psmb9
csnk1d	GG	aco2
cyproheptadine	T	neuroectodermal tumors
itga8	Q	apoe
bmp2	Ra	rhoa
nitroprusside	CC	lamotrigine
a2m	E	ifng
ddc	Z	choline
gna12	GG	gnb1
hdac3	Ra	foxm1
sparfloxacin	CC	sunitinib
digitoxin	T	myocardial ischemia
cox6a2	GG	sdha
jun	Q	fn1
sumatriptan	CC	tranylcypromine
bupropion	T	alcohol induced disorders
mef2a	Ra	hdac4
hmox1	P	gastrointestinal neoplasms
apcs	Q	tlr5
nfkb1	Ra	nras
icos	Q	lck
rara	GG	nrip1
bromocriptine	T	neurobehavioral manifestations
bdnf	Rg	cybb
acan	Iw	neoplasms
probucol	Pr	ventricular dysfunction left
ldhc	GG	ndufs3
sos1	Ra	map2k1
folr1	U	gastrointestinal neoplasms
mog	Q	il16
camp	P	leukemia
ctbp1	GG	smad6
cerebrovascular disorders	ML	f8
src	Rg	kit
intestinal neoplasms	ML	cav1
tnf	Rg	eln
amitriptyline	T	facial neuralgia
f11	GG	fga
fosamprenavir	CC	tolvaptan
il4	Te	cataract
atomoxetine	T	hypotension
krt10	GG	rpl3
nfe2l2	Rg	tgfbr3
hla dqa1	U	hypertension
drd3	Ra	cyp1a2
il15	B	kitlg
procainamide	Sa	drug toxicity
estradiol	T	genital neoplasms female
infections	ML	braf
sgpl1	Q	rgs2
atenolol	T	hemangioma
adenosine	B	hspa8
bin1	GG	myo1e
breast neoplasms	X	erbb2
acetylcarnitine	J	liver neoplasms
mmp7	E	il17a
leukemia lymphoid	ML	notch1
nr1h3	GG	esr2
nfatc4	GG	map2k2
casp10	GG	ripk2
neoplasm metastasis	ML	kif22
gatm	GG	got1
intestinal neoplasms	ML	areg
fabp1	GG	prkca
imatinib	T	hyperpigmentation
map3k9	GG	rps6ka5
crp	Q	grn
il2	Te	leukemia lymphoid
sftpb	E	il1b
psma1	GG	psmb7
neoplasms neuroepithelial	ML	ntf3
zbtb16	Ra	runx2
fabp4	Rg	fads1
trifluoperazine	T	schizophrenia
tmem127	U	kidney neoplasms
cebpb	GG	mapk3
mstn	B	ltbp4
melanoma	ML	hmmr
ketamine	Pr	neoplasm metastasis
phosphatidylserine	I	prkca
rabeprazole	T	deglutition disorders
hspa5	B	ttr
paclitaxel	E	jak2
ranolazine	N	cyp2d6
gastrointestinal neoplasms	ML	fpr1
trim13	GG	atp2a2
tolvaptan	N	avpr2
tp53	U	paraproteinemias
sirt2	B	tp53
adcyap1	GG	kcnn3
clenbuterol	T	pulmonary disease chronic obstructive
hydralazine	Sa	nephritis
lithium	Sa	pain
hmox1	Ra	nfe2l2
haloperidol	T	heart block
neoplasms	X	slco1a2
nephritis	ML	il5
neoplasms	ML	gpc3
foxg1	Ra	scn1b
chlorpropamide	I	slc22a6
fpr3	Ra	fpr1
alprazolam	CC	saquinavir
gpr39	GG	hcrtr1
htt	B	igf1
cxcr6	GG	sh2d1a
rpl5	GG	rpl21
csnk2a1	GG	gabrr2
egfr	Q	map2k1
potassium chloride	Pr	arrhythmias cardiac
cd2	Q	csf2
apoe	GG	cidec
nizatidine	CC	rilpivirine
gja1	P	cardiovascular diseases
metoprolol	T	diabetes mellitus
slc5a1	Rg	slc5a1
hydrocodone	T	neoplasms
mapk3	GG	mapk12
cd2	Ra	cbl
pak1	D	genital neoplasms male
pcna	Rg	bglap
neoplasms neuroepithelial	ML	shc2
cst3	GG	cst5
rac1	B	nf2
vcp	P	liver neoplasms
foxp3	Te	graft vs host disease
clozapine	CC	tetrabenazine
cd55	U	anemia hemolytic
cd46	E	c5ar1
scly	GG	nubpl
novobiocin	C	leukemia myeloid
estradiol	J	gastrointestinal neoplasms
pmp22	Ra	mmachc
abcb1	Rg	lrpprc
respiratory tract neoplasms	ML	nt5e
tf	Rg	pld2
ltf	Rg	tlr2
rbp4	E	adipoq
stat1	E	krt16
kidney diseases	ML	il10
krt7	Q	krt18
blm	Iw	severe combined immunodeficiency
hyperaldosteronism	An	renal tubular transport inborn errors
tbx21	B	ezh2
pde11a	GG	pde5a
ccl2	E	apob
fn1	P	head and neck neoplasms
cerebrovascular disorders	ML	eln
fbln1	GG	itga8
lymphoma	ML	stat5a
methylphenidate	T	lactation disorders
ephb2	GG	trib2
sec14l2	GG	ubc
kit	E	runx1
adenoma	ML	pax8
smad4	Ra	pik3ca
erythromycin	CC	phenytoin
chloroquine	E	aqp5
ryr2	B	nos1
pain	ML	p2rx4
ddx5	GG	smad7
porcn	Ra	nr0b2
ketamine	T	myocardial ischemia
mgmt	E	ercc4
egfr	P	hypoglycemia
hif1a	Rg	cdk8
choline	Sa	breast neoplasms
nkx2 5	GG	camk4
levothyroxine	J	kidney diseases
esr1	Rg	ncoa3
cdh5	GG	tjp1
il1b	Q	adam17
ets1	Ra	hif1a
